,Gender,Age,Ever_Married,Family_Size,Profession,Graduated,Work_Experience,Energy_Consumption,Preferred_Renewable,Group
1436,Female,36,Yes,2.0,Entertainment,No,8.0,Low,Solar,B
1437,Male,20,No,4.0,Healthcare,No,0.0,Low,Hydro,D
1438,Male,49,Yes,2.0,Artist,No,0.0,Low,Not Interested,A
1439,Female,28,No,2.0,Artist,Yes,,Low,Solar,A
1440,Female,49,Yes,6.0,Artist,Yes,6.0,Average,Solar,C
1441,Male,18,No,4.0,Healthcare,No,2.0,Low,Biomass,D
1442,Female,46,Yes,5.0,Engineer,No,1.0,Average,Solar,C
1443,Male,47,Yes,2.0,Lawyer,No,0.0,Low,Solar,A
1444,Female,32,No,1.0,Marketing,No,,Low,Hydro,D
1445,Male,47,Yes,2.0,Artist,Yes,0.0,Average,Solar,C
1446,Female,49,Yes,4.0,Artist,Yes,,Average,Solar,C
1447,Male,28,No,9.0,Healthcare,No,0.0,Low,Solar,D
1448,Male,58,Yes,3.0,Artist,Yes,1.0,Average,Wind,B
1449,Female,21,No,4.0,Healthcare,No,9.0,Low,Wind,D
1450,Male,53,Yes,2.0,Artist,Yes,1.0,Average,Solar,C
1451,Female,67,Yes,3.0,Artist,Yes,1.0,Average,Biomass,C
1452,Male,26,No,5.0,Healthcare,Yes,1.0,Low,Solar,D
1453,Female,26,No,3.0,Artist,No,0.0,Low,Hydro,A
1454,Male,40,Yes,2.0,Artist,Yes,0.0,Average,Solar,C
1455,Male,25,No,3.0,Healthcare,Yes,0.0,Low,Solar,D
1456,Male,41,No,1.0,Artist,Yes,1.0,Low,Solar,B
1457,Male,45,Yes,3.0,Executive,Yes,5.0,High,Not Interested,B
1458,Female,47,Yes,2.0,Artist,Yes,0.0,Average,Solar,C
1459,Male,27,Yes,3.0,Entertainment,No,,Average,Solar,A
1460,Male,50,Yes,4.0,Entertainment,Yes,,Low,Solar,D
1461,Male,51,Yes,2.0,Artist,No,,Average,Biomass,B
1462,Female,28,,4.0,Engineer,No,0.0,Low,Solar,A
1463,Female,39,No,1.0,Engineer,Yes,1.0,Low,Solar,A
1464,Male,60,Yes,3.0,Entertainment,No,0.0,Average,Solar,B
1465,Male,39,Yes,6.0,Artist,No,1.0,Average,Hydro,A
1466,Female,65,Yes,1.0,Engineer,Yes,1.0,Low,Solar,B
1467,Female,43,Yes,1.0,Marketing,Yes,6.0,Low,Solar,A
1468,Female,58,Yes,6.0,Artist,Yes,,Average,Biomass,C
1469,Female,31,Yes,2.0,Marketing,No,0.0,Low,Biomass,D
1470,Female,38,Yes,1.0,Artist,Yes,2.0,Low,Hydro,A
1471,Female,27,No,3.0,Artist,Yes,0.0,Low,Solar,C
1472,Female,58,Yes,2.0,Artist,Yes,0.0,Average,Solar,C
1473,Male,62,Yes,2.0,Artist,Yes,1.0,High,Solar,B
1474,Male,48,No,1.0,Artist,Yes,1.0,Low,Solar,B
1475,Male,57,Yes,2.0,Executive,Yes,7.0,High,Solar,C
1476,Male,42,Yes,5.0,Artist,Yes,0.0,Average,Solar,C
1477,Female,68,Yes,2.0,Lawyer,Yes,1.0,High,Solar,C
1478,Male,38,Yes,4.0,Engineer,Yes,,Average,Solar,B
1479,Male,31,Yes,3.0,Executive,No,,Average,Hydro,A
1480,Female,51,Yes,4.0,Engineer,No,0.0,Low,Solar,A
1481,Male,59,Yes,4.0,Artist,Yes,0.0,Average,Solar,C
1482,Male,36,Yes,2.0,Artist,Yes,1.0,Average,Hydro,C
1483,Male,32,Yes,3.0,,No,5.0,Average,Solar,B
1484,Male,25,No,2.0,Doctor,Yes,1.0,Low,Solar,D
1485,Male,48,Yes,1.0,Entertainment,Yes,1.0,Low,Solar,A
1486,Female,37,,1.0,Doctor,Yes,8.0,Average,Solar,A
1487,Female,70,Yes,2.0,Artist,Yes,1.0,Average,Solar,C
1488,Female,42,Yes,3.0,Marketing,No,0.0,Low,Solar,B
1489,Male,26,No,2.0,Artist,No,0.0,Low,Solar,D
1490,Male,25,No,4.0,Artist,Yes,1.0,Low,Solar,A
1491,Female,36,No,3.0,Artist,Yes,0.0,Low,Solar,A
1492,Male,42,No,1.0,Doctor,No,0.0,Low,Wind,D
1493,Female,35,No,7.0,Artist,Yes,0.0,Low,Biomass,C
1494,Female,22,Yes,2.0,Engineer,No,8.0,Average,Geothermal,C
1495,Female,36,No,1.0,Artist,Yes,6.0,Low,Solar,C
1496,Male,47,Yes,3.0,Artist,Yes,0.0,Average,Solar,C
1497,Male,19,No,4.0,Healthcare,No,1.0,Low,Wind,D
1498,Male,36,Yes,2.0,Entertainment,Yes,1.0,Low,Solar,B
1499,Female,28,No,3.0,Doctor,Yes,0.0,Low,Wind,C
1500,Male,52,Yes,4.0,Doctor,No,1.0,Average,Solar,B
1501,Male,50,Yes,4.0,Doctor,Yes,,Average,Wind,C
1502,Male,47,Yes,4.0,Executive,No,0.0,Low,Hydro,D
1503,Female,29,No,1.0,Doctor,Yes,1.0,Low,Wind,A
1504,Female,23,No,4.0,Healthcare,No,0.0,Low,Solar,D
1505,Male,50,Yes,4.0,Artist,Yes,0.0,Average,Solar,C
1506,Female,21,No,4.0,,No,1.0,Low,Solar,D
1507,Female,56,Yes,1.0,Artist,Yes,0.0,Low,Solar,B
1508,Male,32,Yes,2.0,Entertainment,Yes,9.0,High,Hydro,A
1509,Female,32,No,9.0,Engineer,Yes,,Low,Hydro,D
1510,Male,63,Yes,2.0,Executive,Yes,1.0,High,Solar,C
1511,Male,50,Yes,2.0,Entertainment,No,0.0,Low,Solar,D
1512,Male,52,Yes,4.0,Artist,Yes,,Low,Solar,A
1513,Female,49,Yes,4.0,Artist,Yes,7.0,Average,Solar,B
1514,Male,62,No,1.0,Healthcare,No,8.0,Low,Wind,C
1515,Female,55,Yes,7.0,Engineer,No,1.0,Average,Solar,A
1516,Male,27,No,3.0,Healthcare,No,1.0,Low,,B
1517,Female,45,Yes,1.0,Artist,Yes,0.0,Low,Wind,B
1518,Female,31,Yes,2.0,Homemaker,No,8.0,Average,Solar,D
1519,Male,33,No,5.0,Healthcare,Yes,0.0,Low,Solar,D
1520,Male,52,Yes,2.0,Artist,Yes,1.0,Average,Solar,C
1521,Male,42,No,2.0,Entertainment,Yes,0.0,Low,Solar,B
1522,Male,38,No,3.0,Executive,Yes,1.0,Low,Solar,A
1523,Male,84,Yes,2.0,Lawyer,Yes,1.0,High,Solar,B
1524,Male,67,Yes,3.0,Executive,Yes,1.0,High,Solar,C
1525,Female,32,No,5.0,Healthcare,No,0.0,Low,Not Interested,C
1526,Female,33,No,2.0,Entertainment,Yes,12.0,Low,Solar,A
1527,Female,30,No,5.0,Healthcare,Yes,2.0,Low,Solar,D
1528,Male,18,No,4.0,Healthcare,No,1.0,Low,Hydro,D
1529,Female,47,Yes,2.0,Artist,Yes,7.0,Average,Solar,C
1530,Male,29,No,4.0,Doctor,No,1.0,Low,Solar,D
1531,Male,63,Yes,4.0,Executive,No,0.0,High,Solar,B
1532,Male,55,,2.0,Engineer,Yes,0.0,Average,Hydro,B
1533,Female,48,No,,Entertainment,Yes,1.0,Low,Hydro,C
1534,Male,27,Yes,4.0,Entertainment,Yes,0.0,Low,Not Interested,D
1535,Female,43,Yes,1.0,Artist,Yes,1.0,Low,Tidal,A
1536,Female,50,Yes,,Engineer,Yes,0.0,Low,Solar,B
1537,Male,29,No,3.0,Healthcare,No,1.0,Low,Solar,D
1538,Male,73,Yes,,Artist,Yes,1.0,Average,Wind,C
1539,Female,57,Yes,1.0,Engineer,No,8.0,Low,Solar,B
1540,Female,47,Yes,1.0,Engineer,No,8.0,Low,Wind,A
1541,Female,32,Yes,3.0,Executive,Yes,4.0,High,Not Interested,C
1542,Female,25,Yes,2.0,Entertainment,Yes,0.0,Average,Tidal,A
1543,Female,79,Yes,2.0,Lawyer,Yes,1.0,High,Hydro,B
1544,Female,41,No,1.0,Artist,Yes,0.0,Low,Solar,A
1545,Male,36,Yes,2.0,Artist,Yes,4.0,Average,Solar,C
1546,Male,19,No,9.0,Healthcare,No,1.0,Low,Not Interested,D
1547,Female,49,Yes,5.0,Engineer,No,,Average,Hydro,A
1548,Male,26,Yes,2.0,Entertainment,No,0.0,High,Solar,D
1549,Male,28,No,2.0,Artist,Yes,13.0,Low,Solar,A
1550,Male,84,No,1.0,Artist,No,0.0,Low,Solar,D
1551,Male,81,Yes,2.0,Lawyer,No,1.0,Low,Solar,D
1552,Female,35,No,1.0,Healthcare,Yes,1.0,Low,Solar,D
1553,Male,55,Yes,2.0,Doctor,Yes,0.0,Average,Solar,C
1554,Male,50,Yes,5.0,Executive,No,0.0,High,Solar,B
1555,Male,78,Yes,5.0,Lawyer,Yes,0.0,Low,Solar,A
1556,Male,36,Yes,4.0,Entertainment,No,0.0,Average,Hydro,A
1557,Male,47,No,1.0,Marketing,Yes,1.0,Low,Solar,A
1558,Male,48,Yes,5.0,Entertainment,No,6.0,Average,Hydro,B
1559,Female,69,Yes,2.0,Marketing,Yes,1.0,Low,Solar,C
1560,Male,38,Yes,4.0,Marketing,No,0.0,High,Not Interested,B
1561,Male,36,Yes,4.0,Artist,Yes,1.0,Average,Solar,C
1562,Female,52,Yes,4.0,Engineer,No,9.0,Average,Hydro,B
1563,Male,46,No,1.0,Artist,Yes,0.0,Low,Solar,B
1564,Male,18,No,6.0,Marketing,No,1.0,Low,Wind,D
1565,Female,22,No,4.0,Healthcare,No,0.0,Low,Solar,D
1566,Male,18,No,6.0,Doctor,No,1.0,Low,Solar,B
1567,Male,30,Yes,3.0,Homemaker,No,1.0,Average,Solar,D
1568,Male,32,No,3.0,Engineer,Yes,,Low,Solar,D
1569,Male,43,Yes,4.0,Artist,No,7.0,High,Solar,B
1570,Female,49,Yes,3.0,Artist,Yes,1.0,Average,Solar,C
1571,Female,40,No,2.0,Homemaker,Yes,9.0,Low,Solar,A
1572,Male,55,Yes,3.0,Artist,Yes,0.0,Average,Solar,C
1573,Female,33,No,7.0,Healthcare,No,1.0,Low,Hydro,B
1574,Male,31,No,5.0,Healthcare,Yes,1.0,Low,Solar,D
1575,Female,35,No,6.0,Healthcare,Yes,3.0,Low,Biomass,D
1576,Male,40,No,3.0,Healthcare,Yes,8.0,Low,Biomass,D
1577,Male,69,Yes,3.0,Artist,No,0.0,Average,Solar,B
1578,Female,46,Yes,4.0,Artist,Yes,1.0,Low,Hydro,B
1579,Female,63,Yes,2.0,Marketing,Yes,0.0,Low,Solar,D
1580,Female,50,No,,Artist,No,0.0,Low,Biomass,A
1581,Male,61,Yes,2.0,Artist,Yes,1.0,Average,Solar,B
1582,Female,50,No,1.0,Engineer,No,1.0,Low,Wind,A
1583,Female,25,No,,Marketing,Yes,2.0,Low,Hydro,A
1584,Male,53,Yes,3.0,Artist,Yes,0.0,High,Solar,C
1585,Female,35,Yes,2.0,Engineer,Yes,0.0,Average,Solar,B
1586,Male,19,No,3.0,Healthcare,No,7.0,Low,Solar,D
1587,Male,26,No,4.0,Healthcare,No,3.0,Low,Wind,D
1588,Female,38,Yes,4.0,Engineer,No,0.0,Average,Solar,B
1589,Female,26,No,1.0,Artist,No,1.0,Low,Solar,D
1590,Male,39,Yes,3.0,Healthcare,Yes,0.0,High,Solar,C
1591,Male,39,Yes,4.0,Entertainment,Yes,1.0,Low,Hydro,A
1592,Female,72,Yes,,Homemaker,Yes,1.0,Low,Solar,B
1593,Female,45,No,1.0,Artist,Yes,2.0,Low,Solar,A
1594,Male,47,Yes,4.0,Entertainment,No,0.0,Average,Solar,C
1595,Female,30,No,5.0,Entertainment,Yes,0.0,Low,Biomass,A
1596,Male,48,Yes,2.0,Executive,No,5.0,High,Hydro,A
1597,Female,76,Yes,2.0,Marketing,Yes,0.0,Low,Solar,B
1598,Male,71,Yes,2.0,Entertainment,Yes,0.0,Low,Solar,A
1599,Female,41,No,1.0,Artist,Yes,0.0,Low,Solar,A
1600,Female,29,No,,Entertainment,No,0.0,Low,Hydro,A
1601,Male,57,Yes,5.0,Artist,Yes,1.0,Average,Solar,C
1602,Male,49,Yes,1.0,Entertainment,No,0.0,Low,Solar,A
1603,Male,21,Yes,8.0,Healthcare,No,1.0,High,Hydro,B
1604,Male,18,No,3.0,Healthcare,No,0.0,Low,Solar,D
1605,Male,22,No,3.0,Healthcare,No,,Low,Not Interested,D
1606,Female,33,No,1.0,Homemaker,No,8.0,Low,Solar,D
1607,Male,53,Yes,3.0,Entertainment,Yes,1.0,Low,Solar,A
1608,Male,55,Yes,2.0,Artist,Yes,1.0,Average,Hydro,B
1609,Male,73,Yes,4.0,Lawyer,Yes,0.0,High,Solar,A
1610,Male,89,Yes,2.0,Executive,Yes,,High,Solar,C
1611,Male,59,Yes,2.0,Artist,Yes,0.0,Low,Solar,A
1612,Male,38,No,2.0,Entertainment,Yes,0.0,Low,Solar,D
1613,Female,42,No,2.0,Artist,Yes,0.0,Low,Solar,C
1614,Female,83,Yes,2.0,Lawyer,Yes,1.0,High,Solar,A
1615,Female,22,No,4.0,Healthcare,No,,Low,Wind,D
1616,Male,46,Yes,4.0,Artist,No,0.0,Average,Wind,B
1617,Male,37,Yes,2.0,Entertainment,Yes,8.0,Average,Solar,B
1618,Female,42,Yes,3.0,Engineer,No,1.0,Low,Solar,A
1619,Male,71,Yes,2.0,Artist,Yes,0.0,Average,Solar,C
1620,Female,18,No,3.0,Healthcare,No,7.0,Low,Solar,D
1621,Female,41,No,1.0,Artist,Yes,4.0,Low,Solar,D
1622,Male,27,Yes,5.0,Healthcare,Yes,0.0,Low,Hydro,D
1623,Female,53,No,1.0,Entertainment,No,1.0,Low,Hydro,A
1624,Female,28,No,3.0,Healthcare,No,0.0,Low,Hydro,B
1625,Male,35,Yes,2.0,,Yes,3.0,Average,Solar,C
1626,Male,18,No,2.0,Doctor,No,0.0,Low,Geothermal,D
1627,Male,19,No,4.0,Healthcare,No,2.0,Low,Solar,D
1628,Female,32,No,4.0,Healthcare,No,0.0,Low,Wind,B
1629,Male,30,No,4.0,Healthcare,No,1.0,Low,Biomass,C
1630,Male,36,No,1.0,Doctor,Yes,0.0,Low,Solar,B
1631,Male,82,Yes,2.0,Lawyer,Yes,5.0,High,Solar,A
1632,Female,37,Yes,1.0,Engineer,Yes,,Low,Wind,C
1633,Male,45,No,1.0,Artist,Yes,1.0,Low,Solar,A
1634,Male,31,No,1.0,,Yes,6.0,Low,Hydro,D
1635,Male,27,Yes,4.0,Entertainment,Yes,9.0,Low,Solar,C
1636,Female,18,No,5.0,Healthcare,No,1.0,Low,Solar,D
1637,Male,22,Yes,4.0,Doctor,No,1.0,Low,Solar,A
1638,Female,22,No,6.0,Healthcare,No,2.0,Low,Solar,D
1639,Female,42,No,1.0,Homemaker,No,8.0,Low,Wind,D
1640,Male,69,Yes,1.0,Doctor,No,1.0,Low,Solar,A
1641,Female,43,Yes,2.0,Homemaker,Yes,8.0,High,Solar,A
1642,Female,89,Yes,2.0,Lawyer,No,3.0,High,Solar,A
1643,Female,26,No,4.0,Healthcare,No,1.0,Low,Wind,C
1644,Male,43,No,3.0,Artist,Yes,1.0,Low,Solar,B
1645,Male,30,Yes,2.0,Entertainment,Yes,1.0,Average,Wind,C
1646,Female,60,Yes,2.0,Executive,Yes,0.0,Low,Solar,B
1647,Female,38,Yes,4.0,Doctor,Yes,7.0,High,Wind,C
1648,Female,29,,4.0,Homemaker,Yes,0.0,High,Biomass,B
1649,Male,45,Yes,2.0,Entertainment,Yes,0.0,Average,Hydro,A
1650,Male,20,No,4.0,Healthcare,No,3.0,Low,Hydro,D
1651,Female,51,Yes,1.0,Marketing,Yes,9.0,Low,Solar,A
1652,Male,36,Yes,4.0,Entertainment,Yes,1.0,Average,Wind,C
1653,Female,41,No,3.0,Marketing,No,9.0,Low,Wind,B
1654,Male,46,Yes,5.0,Entertainment,No,,Low,Solar,D
1655,Female,30,No,1.0,Artist,Yes,9.0,Low,Solar,A
1656,Female,23,No,5.0,Homemaker,No,0.0,Low,Geothermal,B
1657,Male,39,Yes,2.0,Healthcare,Yes,4.0,Low,Solar,B
1658,Male,63,Yes,4.0,Artist,Yes,0.0,Average,Solar,B
1659,Male,60,Yes,3.0,Artist,Yes,1.0,Average,Solar,C
1660,Male,20,No,3.0,Healthcare,No,1.0,Low,Solar,D
1661,Female,89,Yes,2.0,Lawyer,No,1.0,High,Solar,A
1662,Female,31,,2.0,Doctor,,9.0,High,Hydro,A
1663,Male,43,No,4.0,Executive,Yes,1.0,Low,Solar,A
1664,Female,70,Yes,2.0,Lawyer,No,3.0,High,Solar,A
1665,Male,35,No,1.0,Artist,Yes,9.0,Low,Solar,A
1666,Male,42,Yes,2.0,Artist,Yes,0.0,High,Solar,B
1667,Male,39,Yes,2.0,Doctor,Yes,6.0,Average,Wind,C
1668,Female,29,Yes,2.0,Healthcare,Yes,0.0,Low,Solar,A
1669,Female,38,No,,Homemaker,No,8.0,Low,Solar,A
1670,Female,74,Yes,1.0,Lawyer,No,1.0,Low,Solar,A
1671,Male,41,Yes,2.0,Artist,Yes,1.0,Low,Solar,C
1672,Male,51,Yes,4.0,Entertainment,Yes,0.0,Average,Not Interested,C
1673,Male,50,Yes,3.0,Executive,Yes,1.0,High,Solar,C
1674,Male,23,No,3.0,Marketing,No,0.0,Low,Solar,D
1675,Male,36,No,3.0,Artist,Yes,9.0,Low,Solar,A
1676,Male,36,No,1.0,Artist,Yes,8.0,Low,Solar,B
1677,Female,50,Yes,2.0,Doctor,Yes,1.0,Low,Solar,D
1678,Male,23,No,4.0,Healthcare,No,,Low,Wind,D
1679,Female,37,No,1.0,Healthcare,No,1.0,Low,Solar,D
1680,Male,65,Yes,4.0,Executive,Yes,0.0,High,Solar,C
1681,Female,26,No,1.0,Healthcare,Yes,0.0,Low,Solar,D
1682,Male,55,Yes,3.0,Entertainment,Yes,1.0,Low,Solar,A
1683,Male,65,Yes,2.0,Executive,Yes,0.0,High,Solar,C
1684,Female,72,Yes,2.0,Lawyer,Yes,1.0,High,Solar,A
1685,Male,51,Yes,2.0,Artist,Yes,7.0,Average,Solar,C
1686,Male,25,No,5.0,Artist,Yes,1.0,Low,Solar,D
1687,Male,38,Yes,3.0,Executive,No,0.0,High,Solar,C
1688,Male,55,Yes,2.0,Artist,No,,Average,Solar,A
1689,Male,46,Yes,,Artist,No,0.0,Average,Solar,C
1690,Female,39,No,3.0,Artist,Yes,0.0,Low,Solar,B
1691,Female,62,Yes,2.0,Artist,Yes,0.0,High,Solar,B
1692,Female,37,Yes,2.0,Artist,Yes,4.0,Average,Biomass,C
1693,Female,28,No,7.0,Engineer,No,3.0,Low,Hydro,A
1694,Female,32,No,6.0,Marketing,Yes,1.0,Low,Solar,B
1695,Male,31,No,2.0,Doctor,Yes,14.0,Low,Not Interested,A
1696,Female,31,No,3.0,Healthcare,No,1.0,Low,Solar,D
1697,Male,43,No,,Artist,Yes,8.0,Low,Solar,A
1698,Male,67,Yes,2.0,Artist,Yes,1.0,Average,Solar,B
1699,Female,72,No,1.0,Lawyer,Yes,0.0,Low,Solar,C
1700,Female,57,Yes,3.0,Engineer,No,0.0,Low,Solar,B
1701,Male,58,,3.0,Executive,No,,High,Solar,A
1702,Male,36,Yes,2.0,Entertainment,Yes,4.0,Average,Solar,B
1703,Female,21,No,1.0,Homemaker,No,9.0,Low,Solar,D
1704,Male,47,Yes,5.0,Entertainment,No,1.0,Average,Solar,C
1705,Female,25,No,3.0,Entertainment,Yes,8.0,Low,Solar,D
1706,Female,41,Yes,2.0,Engineer,No,9.0,Average,Wind,B
1707,Male,29,No,4.0,Healthcare,Yes,0.0,Low,Solar,A
1708,Male,21,No,3.0,Healthcare,No,0.0,Low,Hydro,D
1709,Male,66,Yes,1.0,Lawyer,Yes,0.0,Low,Solar,C
1710,Male,27,Yes,2.0,Entertainment,Yes,10.0,Low,Solar,B
1711,Female,27,No,4.0,Homemaker,No,,Low,Solar,C
1712,Male,52,Yes,1.0,Artist,Yes,4.0,Low,Solar,C
1713,Male,46,Yes,3.0,Artist,Yes,1.0,Average,Solar,C
1714,Female,23,No,4.0,Healthcare,No,0.0,Low,Wind,D
1715,Male,27,No,5.0,Entertainment,Yes,0.0,Low,Solar,B
1716,Female,52,Yes,3.0,Doctor,Yes,1.0,Low,Hydro,B
1717,Male,65,Yes,2.0,Artist,No,0.0,Average,Hydro,A
1718,Male,42,No,3.0,Entertainment,No,,Low,Wind,D
1719,Male,59,Yes,2.0,Entertainment,No,1.0,Low,Solar,A
1720,Female,45,Yes,1.0,Lawyer,Yes,0.0,Low,Solar,B
1721,Male,18,Yes,,Executive,No,,Average,Wind,D
1722,Female,61,Yes,3.0,Engineer,No,1.0,High,Hydro,B
1723,Female,53,Yes,4.0,Artist,Yes,1.0,Average,Wind,C
1724,Female,37,Yes,2.0,Doctor,Yes,1.0,Average,Solar,C
1725,Male,63,Yes,5.0,Executive,Yes,0.0,High,Solar,D
1726,Female,33,No,5.0,Marketing,No,,Low,Hydro,D
1727,Female,50,Yes,3.0,Artist,Yes,1.0,Low,Hydro,C
1728,Female,62,Yes,2.0,Artist,Yes,1.0,Low,Solar,C
1729,Male,49,Yes,8.0,Artist,Yes,1.0,Average,Hydro,C
1730,Male,46,Yes,3.0,Homemaker,Yes,6.0,Average,Wind,C
1731,Male,27,No,,Doctor,,0.0,Low,Biomass,A
1732,Male,53,Yes,4.0,Executive,Yes,1.0,High,Solar,C
1733,Female,42,Yes,2.0,Artist,Yes,2.0,High,Solar,C
1734,Female,28,Yes,1.0,Artist,Yes,0.0,Low,Geothermal,A
1735,Female,49,Yes,4.0,Engineer,Yes,1.0,Average,Solar,B
1736,Male,35,Yes,2.0,Artist,Yes,1.0,Average,Solar,B
1737,Female,27,Yes,,Doctor,No,0.0,Low,Wind,C
1738,Male,58,Yes,2.0,Lawyer,Yes,0.0,High,Solar,B
1739,Male,41,Yes,2.0,Artist,No,8.0,Average,Solar,C
1740,Male,32,Yes,2.0,Entertainment,Yes,9.0,Average,Solar,D
1741,Male,33,No,2.0,Entertainment,No,0.0,Low,Solar,A
1742,Male,69,Yes,5.0,Entertainment,No,0.0,Low,Wind,A
1743,Female,31,No,4.0,Doctor,No,6.0,Low,Solar,D
1744,Female,68,Yes,3.0,Lawyer,No,,High,Solar,D
1745,Female,39,No,3.0,Engineer,No,4.0,Low,Wind,D
1746,Female,21,No,5.0,Healthcare,No,1.0,Low,Hydro,D
1747,Female,39,Yes,3.0,Artist,No,,Average,Solar,B
1748,Female,41,Yes,1.0,Artist,Yes,9.0,Low,Solar,C
1749,Male,49,Yes,4.0,Artist,Yes,1.0,Average,Solar,C
1750,Female,38,Yes,2.0,Executive,Yes,0.0,Average,Solar,A
1751,Female,36,Yes,,Executive,Yes,,High,Wind,A
1752,Female,52,Yes,4.0,Artist,Yes,9.0,Low,Solar,C
1753,Female,46,No,2.0,Artist,Yes,6.0,Low,Solar,C
1754,Male,28,No,3.0,Doctor,No,4.0,Low,Solar,C
1755,Female,55,Yes,5.0,Artist,Yes,0.0,High,Solar,B
1756,Female,41,No,1.0,Healthcare,Yes,1.0,Low,Solar,D
1757,Male,47,Yes,2.0,Executive,No,0.0,High,Not Interested,B
1758,Male,52,Yes,3.0,Artist,Yes,0.0,Low,Hydro,A
1759,Female,45,Yes,4.0,Artist,Yes,4.0,High,Solar,C
1760,Male,32,No,3.0,Healthcare,No,,Low,Solar,D
1761,Male,78,Yes,1.0,Lawyer,Yes,1.0,Low,Solar,B
1762,Male,45,No,1.0,Artist,,0.0,Low,Solar,C
1763,Male,39,Yes,7.0,Executive,No,,Average,Hydro,D
1764,Male,38,Yes,4.0,Doctor,No,0.0,High,Solar,D
1765,Female,50,Yes,4.0,Artist,Yes,1.0,Average,Solar,C
1766,Female,53,Yes,4.0,Engineer,Yes,8.0,High,Solar,A
1767,Male,43,No,1.0,Artist,Yes,1.0,Low,Wind,A
1768,Male,59,Yes,3.0,Artist,Yes,1.0,Average,Solar,C
1769,Female,38,No,2.0,Entertainment,No,8.0,Low,Solar,B
1770,Male,42,Yes,2.0,Artist,Yes,2.0,Average,Solar,C
1771,Male,65,Yes,2.0,Artist,Yes,0.0,Average,Solar,C
1772,Male,79,Yes,2.0,Lawyer,Yes,0.0,Low,Solar,A
1773,Female,41,No,1.0,Artist,Yes,1.0,Low,Hydro,D
1774,Male,42,Yes,2.0,Entertainment,Yes,9.0,Low,Solar,A
1775,Male,28,Yes,7.0,Executive,No,,Low,Hydro,A
1776,Male,49,Yes,2.0,Doctor,Yes,1.0,Average,Solar,C
1777,Male,58,Yes,2.0,Artist,Yes,1.0,Low,Not Interested,B
1778,Male,69,Yes,3.0,Lawyer,Yes,0.0,High,Solar,A
1779,Female,35,No,1.0,Artist,Yes,3.0,Low,Solar,C
1780,Female,47,Yes,2.0,Engineer,No,0.0,High,Hydro,A
1781,Female,25,No,1.0,Marketing,Yes,12.0,Low,Solar,D
1782,Female,38,Yes,2.0,Homemaker,Yes,0.0,Low,Hydro,A
1783,Female,25,No,3.0,Engineer,No,8.0,Low,Solar,D
1784,Male,76,Yes,1.0,Lawyer,No,0.0,Low,Solar,A
1785,Female,23,No,5.0,Healthcare,No,0.0,Low,Geothermal,D
1786,Male,38,No,,Marketing,Yes,3.0,Low,Solar,D
1787,Female,49,Yes,3.0,Artist,Yes,0.0,Average,Solar,C
1788,Female,56,Yes,1.0,,Yes,1.0,Low,Solar,B
1789,Female,71,Yes,2.0,Artist,Yes,1.0,High,Solar,C
1790,Female,39,No,3.0,Engineer,No,0.0,Low,Wind,A
1791,Female,41,No,3.0,Artist,Yes,8.0,Low,Solar,A
1792,Male,66,Yes,,Lawyer,No,1.0,Low,Hydro,D
1793,Female,27,Yes,1.0,Homemaker,No,10.0,Low,Solar,D
1794,Female,23,No,3.0,Healthcare,No,,Low,Solar,D
1795,Female,35,Yes,2.0,Artist,Yes,2.0,Average,Solar,C
1796,Female,33,Yes,2.0,Artist,No,,Low,Tidal,B
1797,Female,21,No,,Executive,No,8.0,Low,Not Interested,D
1798,Female,49,Yes,1.0,Engineer,No,0.0,Low,Solar,A
1799,Male,42,Yes,3.0,Engineer,No,9.0,Low,Solar,D
1800,Male,39,No,1.0,Artist,Yes,0.0,Low,Solar,A
1801,Male,68,Yes,1.0,Lawyer,Yes,8.0,Low,Geothermal,A
1802,Male,57,Yes,1.0,Artist,Yes,1.0,Low,Solar,A
1803,Male,38,No,1.0,Artist,Yes,0.0,Low,Solar,A
1804,Female,35,Yes,5.0,Engineer,No,2.0,Average,Hydro,D
1805,Female,41,Yes,3.0,Marketing,Yes,0.0,Low,Solar,D
1806,Male,40,Yes,4.0,Artist,Yes,0.0,Average,Hydro,C
1807,Female,32,No,3.0,Healthcare,Yes,,Low,Wind,C
1808,Male,53,Yes,4.0,Artist,Yes,0.0,Average,Solar,B
1809,Female,38,Yes,3.0,Homemaker,Yes,8.0,Average,Solar,B
1810,Female,68,Yes,2.0,Marketing,No,0.0,Low,Solar,D
1811,Male,30,No,2.0,Executive,No,1.0,Low,Solar,D
1812,Male,52,Yes,5.0,Entertainment,No,4.0,Average,Solar,C
1813,Male,80,Yes,1.0,Lawyer,Yes,1.0,Low,Solar,A
1814,Female,31,No,7.0,Healthcare,Yes,1.0,Low,Solar,A
1815,Female,38,Yes,4.0,Executive,No,,Average,Hydro,A
1816,Male,87,Yes,2.0,Executive,No,0.0,High,Solar,C
1817,Male,23,No,4.0,Healthcare,No,1.0,Low,Solar,D
1818,Male,45,No,1.0,Artist,Yes,5.0,Low,Hydro,C
1819,Male,36,Yes,4.0,Artist,Yes,9.0,Average,Not Interested,A
1820,Male,41,Yes,2.0,Executive,No,1.0,High,Hydro,B
1821,Female,48,Yes,4.0,Artist,Yes,0.0,Low,Solar,C
1822,Male,70,Yes,5.0,Executive,Yes,1.0,High,Wind,B
