Unnamed: 0,Gender,Age,Ever_Married,Family_Size,Profession,Graduated,Work_Experience,Energy_Consumption,Preferred_Renewable,Predicted_Group
515,0,37,0,2.0,1,0,1.0,2,6,A
516,1,59,1,2.8253778838504378,3,1,2.552586938083121,2,6,A
517,0,28,0,1.0,6,0,8.0,2,2,D
518,0,29,1,3.0,0,1,9.0,2,4,A
519,0,37,1,3.0,8,1,7.0,0,4,B
520,0,46,1,3.0,8,1,2.552586938083121,0,4,A
521,1,39,0,1.0,3,1,6.0,2,4,A
522,0,33,0,1.0,6,0,8.0,2,4,D
523,0,32,0,2.0,1,1,2.552586938083121,2,6,A
524,0,32,0,2.0,1,0,6.0,2,6,A
525,0,25,1,1.0,6,0,8.0,2,6,D
526,0,48,1,2.0,6,1,9.0,0,6,C
527,0,27,0,1.0,6,0,8.0,2,6,D
528,0,49,0,1.0,0,1,1.0,2,4,C
529,0,33,1,5.0,2,1,8.0,0,2,D
530,0,33,0,6.0,2,0,7.0,2,2,D
531,1,39,1,3.0,0,1,0.0,2,4,A
532,1,50,1,4.0,3,1,0.0,0,4,C
533,0,84,1,2.8253778838504378,7,1,0.0,2,6,A
534,0,46,1,2.0,0,1,0.0,0,4,C
535,1,31,1,3.0,3,0,0.0,0,6,A
536,1,57,1,2.0,0,1,3.0,0,4,C
537,1,73,1,4.0,4,0,1.0,1,6,B
538,1,36,1,4.0,3,1,9.0,2,4,A
539,1,53,0,4.0,8,1,2.0,2,4,D
540,1,41,1,2.8253778838504378,3,1,9.0,0,0,D
541,0,53,0,2.8253778838504378,2,0,0.0,2,3,A
542,1,35,1,3.0,0,1,2.0,0,4,C
543,1,62,1,3.0,0,1,0.0,0,4,C
544,1,23,0,3.0,8,0,0.0,2,4,D
545,1,51,0,2.0,0,1,1.0,2,4,B
546,0,83,1,2.0,7,0,1.0,1,4,C
547,0,26,0,2.0,5,1,0.0,2,6,A
548,1,86,1,1.0,7,1,1.0,2,4,B
549,1,26,0,4.0,5,1,0.0,2,3,D
550,1,42,1,3.0,4,1,0.0,2,4,D
551,0,41,1,1.0,6,1,9.0,2,4,D
552,1,67,1,3.0,7,0,0.0,2,4,A
553,1,68,1,2.0,7,1,1.0,1,4,B
554,0,45,1,2.0,2,0,0.0,1,4,B
555,0,86,1,2.0,7,0,0.0,1,4,B
556,1,62,1,2.0,0,1,0.0,1,6,B
557,1,42,1,2.0,0,1,1.0,2,4,A
558,1,26,0,3.0,1,1,0.0,2,2,D
559,1,48,0,1.0,3,0,1.0,2,4,A
560,1,40,1,5.0,3,0,3.0,0,0,B
561,1,20,0,4.0,5,0,0.0,2,4,D
562,0,25,0,1.0,0,1,1.0,2,1,A
563,1,37,0,2.8253778838504378,0,1,1.0,2,4,A
564,1,77,1,1.0,7,1,1.0,2,4,C
565,1,50,1,2.0,5,1,2.552586938083121,2,4,A
566,0,22,0,4.0,8,0,0.0,2,4,D
567,1,26,0,3.0,0,1,1.0,2,4,B
568,1,71,1,3.0,1,0,0.0,0,4,B
569,1,50,1,2.0,0,1,2.552586938083121,2,4,C
570,1,29,0,1.0,3,0,1.0,2,2,A
571,1,51,1,4.0,3,1,2.552586938083121,2,4,A
572,1,52,1,4.0,0,1,6.0,0,4,C
573,1,20,0,3.0,5,0,1.0,2,6,D
574,1,26,0,9.0,1,1,0.0,2,2,D
575,1,37,0,2.8253778838504378,5,1,2.552586938083121,2,2,D
576,0,33,0,2.8253778838504378,5,1,2.552586938083121,2,4,D
577,0,39,1,2.0,0,1,0.0,2,2,B
578,0,53,1,5.0,0,0,1.0,0,4,C
579,1,49,1,4.0,3,0,0.0,0,4,B
580,1,21,0,2.0,5,0,0.0,2,6,D
581,1,39,1,1.0,6,0,8.0,2,4,D
582,0,38,1,4.0,0,0,2.0,0,6,C
583,1,22,0,4.0,5,0,4.0,2,4,D
584,1,52,1,4.0,0,0,2.0,0,4,C
585,1,40,0,3.0,3,1,2.552586938083121,2,4,A
586,1,20,0,3.0,1,0,8.0,2,4,D
587,1,41,0,3.0,4,1,1.0,2,4,A
588,1,30,0,1.0,0,1,1.0,2,6,B
589,0,89,1,3.0,7,1,1.0,1,4,A
590,1,83,1,3.0,7,0,1.0,1,4,A
591,1,53,1,3.0,0,1,0.0,0,4,C
592,1,31,0,5.0,1,0,1.0,2,0,D
593,1,48,1,4.0,0,1,1.0,0,4,C
594,0,29,0,2.0,1,0,0.0,2,4,D
595,1,87,1,1.0,7,1,0.0,2,4,B
596,1,19,0,7.0,2,0,4.0,2,4,D
597,1,60,1,2.0,3,0,1.0,2,4,A
598,1,23,0,2.0,5,0,1.0,2,6,D
599,1,61,1,4.0,4,1,9.0,1,4,C
600,0,27,0,3.0,0,1,1.0,2,4,A
601,1,32,1,2.0,1,0,14.0,0,6,A
602,1,79,1,2.0,7,1,0.0,1,4,A
603,1,19,0,4.0,5,0,1.0,2,4,D
604,1,42,1,3.0,4,1,0.0,1,2,B
605,1,76,1,1.0,7,0,1.0,2,4,D
606,0,41,1,2.0,8,0,1.0,0,4,D
607,1,38,1,4.0,3,1,0.0,0,4,C
608,1,43,1,3.0,3,1,0.0,0,2,B
609,1,19,0,3.0,5,0,1.0,2,5,D
610,0,28,0,3.0,5,1,1.0,2,3,D
611,1,56,1,4.0,0,1,0.0,0,4,C
612,1,28,0,3.0,2,1,0.0,2,6,D
613,1,60,1,2.0,8,0,1.0,1,6,A
614,0,55,0,2.8253778838504378,0,1,0.0,2,6,B
615,1,35,1,2.0,3,1,1.0,0,6,C
616,1,25,0,5.0,5,0,5.0,2,6,D
617,1,71,1,1.0,0,1,1.0,2,6,A
618,1,65,1,2.0,7,0,2.552586938083121,1,6,B
619,1,74,1,1.0,7,1,1.0,2,4,C
620,0,20,0,4.0,5,0,5.0,2,2,D
621,1,43,1,2.0,3,0,9.0,2,2,A
622,0,20,0,6.0,8,0,3.0,2,6,D
623,1,40,1,5.0,5,1,2.552586938083121,1,6,B
624,0,46,1,5.0,2,1,0.0,1,6,B
625,0,65,1,7.0,7,0,1.0,1,6,D
626,1,21,0,2.8253778838504378,5,0,0.0,2,2,D
627,1,50,1,7.0,5,0,1.0,2,2,D
628,1,18,0,5.0,5,0,0.0,2,2,D
629,0,61,1,7.0,1,1,1.0,2,3,B
630,1,49,1,3.0,0,1,1.0,1,4,B
631,1,39,1,4.0,4,0,2.552586938083121,1,6,B
632,0,52,1,2.0,7,0,1.0,1,4,D
633,1,56,1,5.0,4,1,0.0,1,4,C
634,1,55,1,6.0,4,1,2.552586938083121,2,6,A
635,1,42,1,5.0,2,0,1.0,0,6,B
636,0,33,0,6.0,6,0,0.0,2,6,D
637,1,19,0,4.0,5,0,8.0,2,5,D
638,0,27,0,1.0,2,0,1.0,2,6,D
639,0,38,1,4.0,0,1,1.0,0,6,C
640,0,38,0,4.0,0,0,1.0,2,6,A
641,0,43,1,1.0,1,1,8.0,2,4,A
642,1,53,1,4.0,0,1,1.0,0,6,C
643,1,33,1,4.0,4,0,4.0,1,6,D
644,0,30,0,2.8253778838504378,5,1,7.0,2,6,D
645,0,22,0,3.0,5,0,6.0,2,6,D
646,1,33,0,4.0,1,0,0.0,2,6,D
647,1,21,0,8.0,5,0,1.0,2,2,D
648,1,20,0,5.0,5,0,1.0,2,2,D
649,1,19,0,3.0,5,0,7.0,2,4,D
650,0,58,1,4.0,3,1,1.0,0,4,B
651,1,67,1,2.8253778838504378,0,1,1.0,1,4,B
652,0,36,1,2.0,3,1,1.0,2,6,A
653,0,30,0,2.8253778838504378,6,0,8.0,2,6,D
654,1,23,0,4.0,6,0,1.0,2,6,D
655,0,42,0,2.8253778838504378,3,1,1.0,2,6,A
656,0,37,0,3.0,8,0,8.0,2,6,D
657,0,58,1,4.0,3,0,9.0,2,6,B
658,0,26,1,2.0,2,0,7.0,0,6,A
659,1,39,0,2.0,3,1,9.0,2,6,A
660,0,23,0,4.0,8,0,2.552586938083121,2,6,D
661,1,41,1,4.0,4,0,8.0,0,5,B
662,1,26,1,3.0,3,0,0.0,2,6,D
663,0,25,1,3.0,2,0,3.0,2,6,D
664,1,19,0,4.0,5,0,2.552586938083121,2,6,D
665,1,36,0,5.0,4,0,0.0,2,6,D
666,1,29,0,4.0,5,0,9.0,2,6,D
667,1,26,0,1.0,8,0,1.0,2,6,D
668,0,78,0,1.0,7,1,2.552586938083121,2,4,D
669,0,55,0,1.0,0,1,2.552586938083121,2,4,C
670,1,26,0,3.0,5,1,2.552586938083121,2,0,D
671,0,46,0,1.0,3,1,0.0,2,4,A
672,1,29,0,4.0,5,0,0.0,2,4,C
673,0,36,0,1.0,0,1,10.0,2,4,A
674,1,27,1,6.0,4,0,1.0,2,4,D
675,0,29,0,3.0,4,0,8.0,2,4,D
676,0,25,0,4.0,8,0,1.0,2,4,B
677,0,30,0,6.0,8,0,10.0,2,4,D
678,1,45,1,2.0,0,1,1.0,2,4,B
679,0,21,0,2.8253778838504378,4,0,0.0,2,6,D
680,0,41,1,2.8253778838504378,4,1,2.552586938083121,1,6,A
681,1,38,1,2.8253778838504378,3,1,2.552586938083121,2,6,D
682,0,28,0,1.0,5,1,9.0,2,4,D
683,1,33,0,5.0,1,1,1.0,2,0,A
684,1,31,1,2.0,5,1,7.0,2,4,D
685,1,45,1,2.0,5,1,0.0,2,4,A
686,1,47,1,5.0,8,1,0.0,2,4,D
687,0,39,0,1.0,5,0,0.0,2,4,D
688,0,47,0,2.8253778838504378,8,1,1.0,2,4,D
689,0,53,1,1.0,1,1,0.0,2,6,A
690,1,27,0,4.0,1,0,1.0,2,2,D
691,1,37,1,2.0,2,1,1.0,0,2,B
692,0,62,1,3.0,0,1,1.0,0,2,C
693,0,29,0,7.0,2,0,0.0,2,2,A
694,0,51,1,1.0,0,1,0.0,2,2,A
695,1,30,0,6.0,8,0,1.0,2,2,D
696,1,18,0,4.0,3,0,0.0,2,2,D
697,0,87,1,2.0,7,1,2.552586938083121,1,4,C
698,1,68,1,2.0,8,1,0.0,2,3,D
699,1,84,1,1.0,7,1,5.0,2,4,A
700,1,22,0,9.0,5,0,2.0,2,0,D
701,0,22,0,4.0,1,0,2.0,2,4,D
702,1,21,0,3.0,5,0,1.0,2,4,D
703,0,89,1,2.0,7,0,2.552586938083121,1,6,D
704,1,73,1,2.0,7,0,0.0,1,4,B
705,0,75,1,2.0,7,1,0.0,1,4,B
706,0,20,0,4.0,1,0,6.0,2,0,D
707,1,22,0,2.0,5,0,1.0,2,4,D
708,0,22,0,4.0,5,0,0.0,2,4,D
709,1,63,1,2.8253778838504378,0,1,0.0,0,4,C
710,1,46,1,3.0,0,1,1.0,0,4,C
711,1,58,1,2.0,0,0,0.0,0,4,C
712,0,41,0,3.0,0,1,1.0,2,4,A
713,1,42,1,2.0,0,1,0.0,0,4,C
714,0,43,1,2.0,5,1,6.0,0,4,C
715,0,49,0,1.0,0,1,3.0,2,4,C
716,0,40,0,1.0,0,1,0.0,2,4,A
717,1,53,1,2.0,4,0,8.0,1,4,A
718,1,36,1,2.0,0,1,4.0,0,3,C
719,1,50,1,2.0,0,1,8.0,2,4,C
720,1,42,1,1.0,5,1,1.0,2,4,D
721,1,30,0,4.0,5,0,0.0,2,0,C
722,1,29,0,5.0,5,0,2.0,2,0,D
723,1,28,0,2.0,3,1,1.0,2,4,A
724,1,27,0,4.0,5,1,1.0,2,4,D
725,1,49,0,1.0,0,1,0.0,2,4,B
726,1,32,0,1.0,5,1,1.0,2,4,D
727,1,25,0,3.0,1,1,1.0,2,4,D
728,0,63,1,1.0,0,1,2.552586938083121,2,4,C
729,0,42,0,1.0,0,1,8.0,2,4,B
730,1,31,0,2.8253778838504378,5,1,1.0,2,1,D
731,1,71,1,2.0,0,1,0.0,1,4,B
732,1,20,0,5.0,5,0,2.552586938083121,2,0,D
733,1,22,0,4.0,5,0,1.0,2,4,D
734,0,29,0,5.0,3,1,1.0,2,4,C
735,1,47,1,3.0,8,1,0.0,2,4,D
736,1,43,1,3.0,0,1,2.552586938083121,0,4,B
737,1,32,0,3.0,0,1,1.0,2,2,A
738,1,47,1,2.0,0,1,7.0,0,4,C
739,1,46,0,1.0,0,1,0.0,2,4,B
740,0,41,1,2.0,0,1,1.0,0,4,C
741,1,37,1,2.0,3,1,0.0,0,4,C
742,1,40,1,2.0,0,1,0.0,0,4,C
743,1,60,1,4.0,0,1,0.0,0,4,C
744,1,46,1,6.0,0,1,0.0,0,0,C
745,0,36,1,4.0,0,1,6.0,1,3,B
746,0,38,0,1.0,8,0,0.0,2,4,D
747,0,32,1,5.0,1,0,0.0,2,4,D
748,0,41,0,1.0,0,1,5.0,2,4,C
749,1,56,1,3.0,8,1,0.0,2,4,D
750,1,31,1,2.0,0,1,8.0,0,4,B
751,1,45,1,2.0,0,0,0.0,2,3,B
752,1,69,1,3.0,3,1,2.552586938083121,0,4,C
753,1,37,1,2.0,0,1,0.0,2,4,C
754,1,47,1,4.0,0,1,1.0,0,0,C
755,0,52,1,3.0,0,1,1.0,0,4,C
756,0,57,1,3.0,0,1,1.0,1,4,C
757,0,50,0,1.0,0,1,9.0,2,4,C
758,1,27,1,2.0,2,0,0.0,0,4,D
759,0,45,1,3.0,2,1,1.0,1,4,B
760,0,30,0,2.0,0,1,8.0,2,4,B
761,1,45,1,2.0,0,1,0.0,2,4,C
762,1,30,0,4.0,5,0,1.0,2,4,D
763,1,31,1,3.0,3,1,1.0,0,4,A
764,0,45,1,4.0,0,1,1.0,0,6,C
765,1,67,1,2.0,0,1,0.0,1,4,B
766,1,76,1,2.0,4,0,1.0,1,4,B
767,1,69,1,2.0,3,1,0.0,2,4,A
768,1,83,1,2.0,3,0,0.0,2,4,D
769,1,38,1,2.0,2,1,0.0,2,4,D
770,1,36,1,1.0,0,1,0.0,2,4,B
771,1,41,0,2.0,0,1,2.0,2,0,A
772,0,69,1,3.0,7,0,0.0,2,4,A
773,0,33,0,3.0,2,1,0.0,2,4,A
774,1,38,0,3.0,0,1,1.0,2,3,A
775,0,48,1,2.0,2,1,1.0,0,4,C
776,1,51,1,2.0,2,1,2.0,0,4,C
777,1,56,1,2.0,4,1,1.0,1,4,C
778,1,57,1,3.0,0,1,0.0,0,4,C
779,0,49,1,3.0,0,1,1.0,0,4,B
780,1,30,0,3.0,5,1,0.0,2,4,D
781,0,40,1,2.0,1,1,8.0,0,4,C
782,0,30,0,2.8253778838504378,0,1,0.0,2,4,A
783,1,38,1,2.0,3,0,0.0,0,4,A
784,0,31,0,5.0,5,1,8.0,2,4,D
785,1,33,0,2.0,1,1,0.0,2,4,B
786,1,50,0,2.0,0,1,0.0,2,4,B
787,1,52,1,3.0,4,1,2.552586938083121,1,4,C
788,0,39,1,2.8253778838504378,0,1,0.0,0,0,C
789,1,73,1,2.0,4,1,0.0,1,4,C
790,1,46,1,3.0,0,1,0.0,0,4,C
791,1,50,1,2.0,0,1,0.0,2,3,B
792,1,30,0,6.0,5,0,0.0,2,4,D
793,0,60,1,2.0,1,1,0.0,0,4,C
794,0,39,1,2.0,6,1,9.0,0,4,B
795,0,59,1,2.0,0,1,1.0,0,1,C
796,0,51,1,2.0,0,1,0.0,0,4,C
797,0,40,1,2.0,0,1,5.0,0,0,C
798,1,23,0,3.0,5,0,1.0,2,4,D
799,1,53,1,4.0,0,1,4.0,0,0,C
800,1,32,0,5.0,5,0,7.0,2,4,D
801,1,52,1,4.0,4,1,0.0,1,4,C
802,0,31,0,1.0,2,1,0.0,2,4,A
803,1,30,0,4.0,5,1,3.0,2,4,D
804,1,25,0,3.0,5,1,8.0,2,3,D
805,1,40,1,4.0,4,1,1.0,1,4,B
806,0,27,0,4.0,5,1,4.0,2,4,D
807,1,61,1,2.0,0,1,0.0,2,4,B
808,0,33,0,1.0,2,1,1.0,2,2,A
809,1,28,0,4.0,1,1,1.0,2,2,D
810,0,48,1,2.0,0,1,2.0,0,4,C
811,0,73,1,2.0,0,1,0.0,1,4,C
812,1,36,1,2.0,0,0,0.0,0,1,B
813,0,32,0,4.0,5,0,0.0,2,4,D
814,1,82,1,2.0,7,0,0.0,1,4,B
815,1,28,0,3.0,0,1,1.0,2,2,B
816,0,42,0,3.0,0,1,8.0,2,0,A
817,0,60,1,9.0,7,1,6.0,1,4,B
818,0,46,0,1.0,0,1,1.0,2,2,B
819,1,31,0,3.0,1,0,0.0,2,4,D
820,0,50,1,1.0,0,1,1.0,2,3,A
821,0,30,0,1.0,2,1,3.0,2,2,A
822,0,49,0,3.0,0,1,1.0,2,4,C
823,0,51,1,6.0,1,1,0.0,0,2,B
824,0,46,1,3.0,0,1,2.552586938083121,0,4,C
825,1,53,1,4.0,0,1,0.0,0,4,C
826,1,65,1,2.0,0,1,0.0,1,4,B
827,0,22,0,5.0,5,0,0.0,2,4,D
828,1,65,1,3.0,1,1,1.0,0,4,C
829,0,39,1,2.0,2,1,0.0,0,2,B
830,1,84,1,2.0,0,1,0.0,1,4,C
831,1,37,0,1.0,0,1,0.0,2,4,B
832,1,28,1,2.0,1,1,8.0,0,4,A
833,0,82,1,2.0,7,0,0.0,1,4,B
834,0,87,1,2.0,7,1,0.0,1,4,C
835,0,69,0,5.0,7,1,1.0,2,4,A
836,0,51,1,5.0,0,1,2.552586938083121,1,4,C
837,0,74,1,1.0,7,1,1.0,2,4,C
838,0,79,1,2.0,7,1,1.0,1,4,B
839,0,21,0,1.0,7,0,9.0,2,4,D
840,0,20,0,5.0,5,0,5.0,2,0,D
841,0,43,0,1.0,1,1,3.0,2,0,B
842,0,25,0,3.0,5,0,1.0,2,4,A
843,1,43,0,4.0,0,1,0.0,2,4,A
844,0,42,0,1.0,0,1,1.0,2,4,A
845,1,25,0,4.0,1,1,10.0,2,4,D
846,1,59,1,1.0,0,1,0.0,2,6,B
847,0,49,0,5.0,8,1,0.0,2,4,A
848,0,32,0,4.0,1,0,1.0,2,4,D
849,1,36,1,2.0,0,1,8.0,1,4,C
850,1,45,1,3.0,8,1,9.0,2,4,D
851,1,29,0,3.0,5,1,2.552586938083121,2,4,D
852,1,37,1,2.0,0,1,0.0,2,4,C
853,0,48,1,4.0,1,1,1.0,0,4,B
854,0,65,0,2.0,0,1,0.0,2,0,B
855,1,39,0,2.0,8,0,1.0,2,4,D
856,1,25,0,7.0,3,0,1.0,2,2,D
857,0,49,1,5.0,0,0,5.0,2,4,C
858,0,77,1,2.0,7,1,1.0,1,4,B
859,0,38,0,1.0,0,1,9.0,2,4,B
860,1,19,0,6.0,8,1,0.0,2,2,D
861,0,76,1,2.0,7,1,1.0,1,4,B
862,1,28,0,4.0,1,1,0.0,2,4,D
863,1,51,1,3.0,1,1,1.0,0,6,C
864,0,28,0,5.0,1,1,0.0,2,3,D
865,0,42,0,1.0,5,1,0.0,2,0,D
866,1,45,1,1.0,0,1,1.0,2,4,A
867,1,63,1,3.0,4,1,6.0,1,4,C
868,0,18,0,6.0,1,0,0.0,2,4,D
869,1,26,0,4.0,0,1,7.0,2,4,D
870,1,31,1,2.0,0,1,2.552586938083121,0,0,B
871,1,43,0,4.0,3,1,5.0,2,0,A
872,0,60,1,2.8253778838504378,0,1,7.0,2,4,C
873,0,36,0,1.0,0,1,0.0,2,4,A
874,1,32,0,4.0,5,0,1.0,2,0,C
875,1,68,1,1.0,7,1,2.552586938083121,2,4,A
876,1,60,1,1.0,3,1,1.0,2,4,A
877,0,42,0,1.0,0,1,0.0,2,2,A
878,0,18,0,5.0,5,0,6.0,2,4,D
879,1,69,1,2.0,7,0,0.0,1,4,B
880,0,42,0,2.8253778838504378,1,1,0.0,2,4,A
881,0,70,1,1.0,0,1,1.0,2,4,C
882,1,25,0,3.0,5,1,1.0,2,4,D
883,1,56,1,3.0,3,1,1.0,0,4,B
884,0,40,0,1.0,0,1,9.0,2,4,B
885,1,23,0,6.0,5,0,1.0,2,4,D
886,0,20,0,4.0,8,0,3.0,2,3,C
887,0,39,0,1.0,3,1,2.0,2,4,A
888,0,19,0,4.0,5,0,0.0,2,4,D
889,1,28,0,2.8253778838504378,3,1,2.552586938083121,2,1,D
890,1,40,1,2.0,2,0,1.0,0,4,B
891,0,60,1,4.0,2,1,1.0,0,0,B
892,1,33,0,4.0,5,0,3.0,2,4,D
893,1,20,1,2.0,1,0,14.0,2,4,D
894,0,35,0,4.0,0,0,7.0,2,4,C
895,1,27,0,5.0,1,1,0.0,2,4,D
896,0,42,1,2.0,0,1,1.0,0,4,C
897,1,30,1,4.0,8,0,0.0,2,2,D
898,0,56,1,2.0,4,1,0.0,0,4,C
899,1,28,1,2.0,3,1,0.0,0,4,A
900,0,38,1,2.0,0,1,6.0,0,4,C
901,1,26,0,1.0,3,1,9.0,2,0,A
902,1,36,0,1.0,2,0,0.0,2,4,A
903,1,56,0,1.0,3,0,0.0,2,4,A
904,1,26,0,1.0,3,1,0.0,2,4,A
905,1,28,0,4.0,0,1,4.0,2,4,A
906,1,32,0,5.0,5,0,0.0,2,4,D
907,0,52,0,1.0,0,1,4.0,2,4,C
908,0,23,0,4.0,5,0,0.0,2,4,D
909,1,23,0,5.0,5,0,2.552586938083121,2,2,D
910,1,50,1,2.0,0,1,0.0,2,4,B
911,1,26,1,2.0,0,1,2.552586938083121,2,4,B
912,1,40,1,2.0,3,1,8.0,2,4,A
913,0,53,1,2.0,0,1,1.0,0,4,C
914,1,63,1,3.0,0,1,0.0,0,3,C
915,1,62,1,3.0,4,1,0.0,1,4,C
916,0,38,0,1.0,0,1,1.0,2,4,A
917,0,57,1,2.0,0,0,1.0,0,0,B
918,0,43,0,1.0,0,1,9.0,2,4,B
919,1,21,0,3.0,8,0,1.0,2,2,D
920,1,22,0,5.0,5,0,0.0,2,4,D
921,1,68,1,1.0,0,1,1.0,2,4,B
922,0,28,0,1.0,5,1,0.0,2,4,D
923,1,33,1,2.0,0,1,0.0,0,4,B
924,0,38,0,1.0,0,1,8.0,2,4,B
925,1,23,0,5.0,5,0,0.0,2,2,D
926,0,41,0,1.0,5,1,2.552586938083121,2,4,A
927,0,41,0,1.0,6,1,2.552586938083121,2,2,A
928,0,39,0,1.0,1,1,4.0,2,4,A
929,0,49,1,2.0,3,0,9.0,1,4,A
930,0,33,1,2.0,6,1,2.552586938083121,0,4,D
931,1,79,1,1.0,7,0,0.0,2,4,A
932,1,38,1,4.0,0,1,6.0,0,4,C
933,1,21,0,4.0,5,0,1.0,2,4,D
934,0,68,1,2.0,1,1,0.0,0,4,C
935,1,31,0,3.0,0,1,0.0,2,4,A
936,1,46,1,3.0,0,0,1.0,2,6,A
937,1,35,1,2.0,0,1,9.0,0,4,C
938,0,42,0,3.0,0,1,8.0,2,0,A
939,1,87,1,1.0,7,0,0.0,2,4,A
940,0,38,0,1.0,0,1,8.0,2,4,B
941,0,88,1,1.0,7,0,2.0,1,4,D
942,0,42,0,1.0,0,1,9.0,2,4,B
943,0,26,1,2.0,0,1,4.0,0,6,C
944,1,35,1,3.0,4,1,0.0,1,4,A
945,0,41,1,2.0,2,0,3.0,1,4,D
946,1,37,1,2.0,1,1,1.0,0,5,C
947,0,41,1,4.0,2,1,8.0,0,2,B
948,1,35,0,5.0,0,1,6.0,2,0,A
949,0,33,0,9.0,8,1,0.0,2,3,D
950,0,61,1,4.0,2,1,2.0,0,0,B
951,0,19,0,3.0,1,0,1.0,2,5,D
952,0,50,0,1.0,0,1,4.0,2,4,C
953,0,48,1,4.0,2,0,0.0,0,2,B
954,1,57,1,3.0,8,0,1.0,0,2,B
955,0,72,1,3.0,2,0,1.0,0,2,B
956,0,39,0,2.8253778838504378,2,0,4.0,2,6,D
957,0,49,1,3.0,1,1,0.0,2,2,B
958,0,41,0,4.0,3,1,0.0,2,2,A
959,1,65,1,7.0,4,0,2.0,1,2,A
960,0,22,0,3.0,8,0,0.0,2,2,D
961,0,23,0,4.0,5,0,0.0,2,2,D
962,0,41,1,1.0,0,0,0.0,2,2,A
963,0,42,1,3.0,2,1,0.0,2,2,B
964,1,18,0,3.0,5,0,0.0,2,2,D
965,1,49,1,2.0,1,0,1.0,2,2,A
966,0,40,1,2.0,1,0,0.0,2,2,A
967,1,50,1,5.0,4,0,1.0,0,2,B
968,0,19,0,3.0,5,0,6.0,2,2,D
969,1,22,0,6.0,5,0,0.0,2,2,D
970,1,23,0,8.0,0,0,1.0,2,2,D
971,1,27,0,6.0,0,1,4.0,2,2,D
972,1,55,1,8.0,4,0,0.0,1,2,A
973,1,32,1,6.0,0,0,1.0,0,2,D
974,1,57,1,2.0,3,0,2.552586938083121,2,6,A
975,1,80,1,2.0,7,0,0.0,1,4,B
976,1,43,1,4.0,4,0,0.0,2,4,A
977,0,79,1,2.0,7,0,1.0,1,4,D
978,1,25,0,3.0,3,0,1.0,2,4,D
979,0,58,1,4.0,6,1,0.0,0,4,B
980,0,78,1,2.0,7,1,2.552586938083121,1,4,C
981,1,76,1,2.0,7,1,1.0,2,4,D
982,1,27,0,3.0,5,0,1.0,2,4,C
983,1,47,1,3.0,0,1,1.0,0,4,C
984,1,43,1,2.0,0,1,1.0,0,4,C
985,1,31,0,4.0,5,1,1.0,2,4,D
986,1,27,0,7.0,5,0,0.0,2,4,A
987,1,31,0,4.0,5,1,0.0,2,4,D
988,1,46,1,2.0,0,1,1.0,2,4,B
989,1,48,1,4.0,4,1,1.0,0,4,C
990,1,51,1,2.0,1,1,2.552586938083121,2,4,A
991,1,57,1,2.0,1,0,0.0,0,4,B
992,0,30,0,1.0,1,1,0.0,2,4,A
993,0,37,0,3.0,8,1,2.552586938083121,2,4,D
994,0,31,0,2.0,0,1,14.0,2,4,B
995,1,49,1,3.0,0,1,1.0,0,4,C
996,1,56,1,4.0,0,1,1.0,2,2,B
997,1,83,1,2.0,7,0,8.0,1,4,B
998,1,32,0,1.0,5,1,2.552586938083121,2,4,D
999,1,63,1,4.0,0,1,5.0,0,4,C
1000,0,71,1,2.0,1,1,1.0,0,4,C
1001,1,50,1,4.0,0,0,0.0,2,4,A
1002,1,31,0,5.0,0,1,4.0,2,4,A
1003,1,60,1,6.0,3,0,0.0,0,4,B
1004,0,71,1,2.0,7,1,8.0,1,4,C
1005,1,49,1,6.0,1,1,0.0,0,2,B
1006,1,74,1,1.0,7,1,9.0,2,4,A
1007,1,51,1,6.0,0,1,1.0,0,4,C
1008,1,61,1,2.8253778838504378,3,0,0.0,2,4,A
1009,1,46,0,3.0,2,1,0.0,2,4,A
1010,1,39,1,2.0,1,0,2.0,0,4,A
1011,1,85,1,2.0,7,1,1.0,1,4,A
1012,0,31,1,2.0,0,1,1.0,0,4,B
1013,1,39,1,3.0,4,1,4.0,1,4,B
1014,0,48,1,2.0,1,0,1.0,1,4,B
1015,1,71,1,2.0,7,1,0.0,1,4,B
1016,0,31,0,1.0,5,1,2.552586938083121,2,3,D
1017,0,32,0,5.0,5,1,0.0,2,4,D
1018,0,55,1,1.0,2,0,0.0,2,4,B
1019,1,46,1,2.0,0,1,0.0,1,4,B
1020,1,53,1,2.0,1,1,2.552586938083121,0,4,C
1021,1,50,1,4.0,0,1,0.0,0,4,C
1022,1,45,0,1.0,0,1,1.0,2,4,A
1023,1,33,1,2.0,4,0,1.0,0,2,D
1024,0,29,1,2.0,2,0,5.0,2,4,A
1025,1,35,0,1.0,0,1,8.0,2,4,A
1026,1,25,0,1.0,1,0,1.0,2,4,D
1027,1,26,0,3.0,5,1,0.0,2,4,D
1028,1,48,0,2.0,0,1,1.0,2,4,B
1029,1,66,1,3.0,7,0,0.0,1,4,B
1030,0,38,1,3.0,0,0,0.0,2,4,C
1031,1,65,1,3.0,3,1,2.0,0,4,C
1032,1,87,1,1.0,7,0,1.0,2,4,A
1033,1,20,0,3.0,5,0,1.0,2,4,D
1034,1,19,0,4.0,5,0,0.0,2,4,D
1035,1,22,0,4.0,5,0,9.0,2,4,D
1036,1,18,0,2.8253778838504378,5,0,0.0,2,4,D
